,alpha,f1,std
0,0.0013800000000000002,0.9343526396495845,0.0016737993105912978
1,0.0011200000000000001,0.9343988226797585,0.001990346024823643
2,0.0004900000000000001,0.9374410052696527,0.0027028094632045568
3,0.00063,0.9380039451764244,0.0028110479448509355
4,0.00142,0.9376290082667698,0.0030114129183211854
5,0.0011300000000000001,0.9377734190161677,0.003042360166647881
6,0.0026200000000000004,0.934156358785175,0.0033414408880596803
7,0.00206,0.9333566815906481,0.003373214195839333
8,0.0008700000000000001,0.9372240353709784,0.00341008103687046
9,0.00169,0.9369227238555631,0.0034106745166192836
10,0.0006700000000000001,0.9360429707391477,0.003466964171713263
11,0.00076,0.9364406841322943,0.0035160086661988597
12,0.0018700000000000001,0.9366160424886655,0.0035766513804413517
13,0.0029100000000000003,0.933044487386128,0.003717757247866046
14,0.0007000000000000001,0.9320912872755389,0.0037737032243434724
15,0.00018,0.93628324446463,0.0038376648793381853
16,0.0016200000000000001,0.9346093483021436,0.0038432793151034514
17,0.0008900000000000001,0.9392399670033809,0.0038879537434979012
18,0.00045000000000000004,0.9370354377581664,0.0038972032972785812
19,0.0011500000000000002,0.9329165733122942,0.00394813597086478
20,0.00055,0.9389709839945819,0.003980378898920966
21,0.0023100000000000004,0.9349629297486205,0.004016497691576548
22,0.0023000000000000004,0.9342392349619256,0.004162733570851563
23,0.00012,0.9337587549234033,0.004172319089997152
24,0.0011600000000000002,0.9366854025477572,0.004176196839400029
25,0.0022400000000000002,0.934977412859366,0.004266537850111157
26,0.0014000000000000002,0.9362047143174749,0.004397794019614999
27,0.0017500000000000003,0.9352671893835088,0.004399757889743072
28,0.0017100000000000001,0.9348856894537368,0.004418834425756215
29,0.00198,0.935318111862205,0.004632973828673457
30,0.0013000000000000002,0.9359127834835197,0.0046388582058942696
31,0.0020900000000000003,0.9352026142917831,0.004747676865066798
32,0.0010600000000000002,0.9377746333268722,0.004756003244797214
33,0.0018100000000000002,0.9340808081490586,0.004778402873336166
34,0.00219,0.9332487037899361,0.004797350645873351
35,0.00125,0.9328800555615302,0.004802926827348719
36,0.0021400000000000004,0.9340163132311764,0.004804357504824634
37,0.0010400000000000001,0.9364156585543855,0.004809852292344345
38,0.00222,0.9358037369235083,0.004819383183450038
39,0.0014500000000000001,0.9359068904749378,0.004905465868544947
40,0.0015700000000000002,0.9368665803661875,0.004908344007062352
41,0.0014600000000000001,0.9362209794906567,0.004941497886251079
42,0.0024300000000000003,0.9339967710673422,0.004945170590846539
43,0.0018900000000000002,0.9359073741930649,0.004948979566452982
44,0.0008,0.9378794069020424,0.004955077493718558
45,0.00185,0.9360082956610887,0.004996951164553525
46,0.0005300000000000001,0.9369994401573919,0.005004734755500302
47,0.0024200000000000003,0.9322259810151298,0.005015753215082753
48,0.0027400000000000002,0.9322259810151298,0.005015753215082753
49,0.0029700000000000004,0.9322259810151298,0.005015753215082753
50,0.00064,0.9384550547670687,0.0050344191966192895
51,0.00118,0.9389456910193497,0.005092510277067263
52,0.0007900000000000001,0.9361079965583968,0.005093174126490447
53,0.0025,0.9341651072942089,0.005096589885787959
54,0.00143,0.9376641031509212,0.0051433268233639
55,0.0017300000000000002,0.9368491953237836,0.005203234960224671
56,0.00235,0.9334046173343667,0.005269672173752206
57,0.0019200000000000003,0.9360771120386392,0.005278526197796703
58,0.0014900000000000002,0.9358730969826,0.005290304559958941
59,0.0019100000000000002,0.935572681735686,0.005309340644872259
60,0.0006900000000000001,0.9338243141016911,0.0053566426431749465
61,0.0014100000000000002,0.9332804277626382,0.005409074398080941
62,0.00042000000000000007,0.9362953617973343,0.005519032405659546
63,0.00232,0.9302901179434938,0.005557687105408218
64,0.0006100000000000001,0.9375386869724848,0.005746743396280319
65,0.0003600000000000001,0.9404073996677615,0.00579048272192534
66,0.0006600000000000001,0.9382416108953429,0.005801399641540911
67,0.00152,0.9337208627364182,0.005802145964480364
68,0.00267,0.9340671830827386,0.005820329053246582
69,0.0022900000000000004,0.9341786595890648,0.00584366239136279
70,0.0021000000000000003,0.934288238622943,0.005874760395311085
71,0.0017400000000000002,0.9343959682216502,0.0059130974122260935
72,0.0016700000000000003,0.9368088726535158,0.005916931337955334
73,0.0018000000000000002,0.9368088726535158,0.005916931337955334
74,0.00176,0.9331411525914908,0.005954700887073615
75,0.0022700000000000003,0.9331411525914908,0.005954700887073615
76,0.00186,0.9359420730708894,0.0059884810274764815
77,0.0019000000000000002,0.9322717763689303,0.005998407978088723
78,0.00144,0.935830596564563,0.005998575123194597
79,0.0016,0.935830596564563,0.005998575123194597
80,0.00216,0.935830596564563,0.005998575123194597
81,0.00117,0.9388817092791347,0.00600889053887227
82,0.00236,0.9322606977287549,0.006019321074402214
83,0.0008100000000000001,0.9389485997665016,0.006060097258573143
84,0.00194,0.9330667881900178,0.006070788510723533
85,0.0027300000000000002,0.9330667881900178,0.006070788510723533
86,0.0016300000000000002,0.9346058150155567,0.006094634084730649
87,0.0016500000000000002,0.9353722314003156,0.006125781837599317
88,0.00204,0.9370446184001455,0.006141628344701452
89,0.00135,0.9363601249840829,0.006167363399814414
90,0.00025000000000000006,0.93647738584346,0.006173219007335997
91,0.00268,0.9321432579166586,0.006189228956731466
92,0.0012900000000000001,0.9374553823529489,0.006201264781820958
93,0.00177,0.9327082045085702,0.006208999453694892
94,0.0005700000000000001,0.9374236120357657,0.006209559363987721
95,0.0025900000000000003,0.9333955733289294,0.006212953710424786
96,0.0026000000000000003,0.9333955733289294,0.006212953710424786
97,0.0013200000000000002,0.9347073431462414,0.006215124152450771
98,0.00196,0.9350582719764573,0.006230621306894834
99,0.0009000000000000001,0.9351697484827837,0.006234728179434323
100,0.0018200000000000002,0.93498523055251,0.006251355235507948
101,0.00287,0.9329493483779215,0.006254449316178059
102,0.0016600000000000002,0.932931891916714,0.006279044876010099
103,0.0013300000000000002,0.9325861109633685,0.006300400264539706
104,0.00109,0.9350883841039396,0.006331306901195297
105,0.001,0.9370529036692231,0.006331452847451265
106,0.0018800000000000002,0.9380391083533709,0.00633825531816145
107,0.00159,0.9353531042054148,0.0063500916178818615
108,0.00098,0.9369466142735012,0.006359446341297701
109,0.00266,0.9297959408735619,0.0063676568068679225
110,0.0029800000000000004,0.9314980271308144,0.006433511798599827
111,0.0011400000000000002,0.935713509264767,0.0064672055760881695
112,0.00202,0.9352894901873986,0.006503190570291702
113,0.0022500000000000003,0.934273019653802,0.006552354086238729
114,0.00048000000000000007,0.9352649134036252,0.006591611784916959
115,0.00215,0.9317299877035721,0.006696540296975543
116,0.00238,0.9309590957686528,0.006706135511921905
117,0.0009700000000000002,0.9380293443917098,0.0067359677289360615
118,0.00289,0.9313291801949969,0.006749716345231266
119,0.0024000000000000002,0.9312508651483669,0.006762433411546814
120,0.00269,0.9312508651483669,0.006762433411546814
121,0.00285,0.9312508651483669,0.006762433411546814
122,0.0029000000000000002,0.9321980242042338,0.006777630382773332
123,0.0013100000000000002,0.9378626745160628,0.006791103423014936
124,0.0020700000000000002,0.9317106352633093,0.006810072508246259
125,0.0029900000000000005,0.9285243072065708,0.006818220712272491
126,0.0015300000000000001,0.9375794100662282,0.006880563221894602
127,0.0024600000000000004,0.9311334253362705,0.006896930145414434
128,0.00271,0.9313545024179234,0.006923882185933418
129,0.0027900000000000004,0.9320569556096296,0.006926816398017298
130,0.0010500000000000002,0.9378984142907217,0.006948979080668653
131,0.0029300000000000003,0.9303253538780281,0.00703969592898211
132,0.00127,0.9372330897199079,0.0070401370076237715
133,0.0018400000000000003,0.9327369044111637,0.007084326654729081
134,0.00253,0.9339734889785177,0.00708562590651173
135,0.00044000000000000007,0.9353591900826463,0.007112821288560867
136,0.002,0.9334762534125345,0.007133921781905893
137,0.0005200000000000001,0.9421166494137878,0.007134475974901274
138,0.00103,0.9377642235810516,0.007160567517925091
139,0.00218,0.9351235666998912,0.007207034831605777
140,0.0028000000000000004,0.9320431530670901,0.007216242689567419
141,0.0009400000000000001,0.9348762469559855,0.007216388026279327
142,0.0007300000000000001,0.935360587343455,0.0072240329489452835
143,0.0017200000000000002,0.9345537250293173,0.0072575347807464895
144,0.0017000000000000001,0.9398519722319912,0.007288691676418284
145,0.0024700000000000004,0.9314359192782854,0.00728929384490239
146,0.00249,0.9313159792483005,0.0072998386158129825
147,0.0024500000000000004,0.9324363141710063,0.007308802074447866
148,0.00126,0.936094003552074,0.0073304669314445394
149,0.0019300000000000003,0.9332424046322692,0.007331964895630922
150,0.0021300000000000004,0.9323163741410212,0.0073356936693059595
151,0.00128,0.9360837319347304,0.00735976484722764
152,0.0017900000000000001,0.934205999732302,0.007375214771674953
153,0.0021200000000000004,0.9322420097395483,0.0074219770806490115
154,0.0013900000000000002,0.934086059702317,0.007430485788516538
155,0.0015400000000000001,0.934086059702317,0.007430485788516538
156,0.0018300000000000002,0.9335711897711807,0.007442348402486329
157,0.00201,0.9324200114105776,0.0074700192505510795
158,0.0015800000000000002,0.9336771163640518,0.007489870300010888
159,0.0012100000000000001,0.9360332912147659,0.007493944066436427
160,0.0011,0.9381630368755032,0.007517768259644426
161,0.00047000000000000004,0.9438605597535303,0.007522818007570995
162,0.0015000000000000002,0.9344714991099163,0.007529556287952035
163,0.00019,0.9254973389521417,0.007534025169052923
164,0.0027500000000000003,0.9329750030794013,0.007541549303358923
165,0.0027600000000000003,0.9329750030794013,0.007541549303358923
166,0.0028200000000000005,0.9329750030794013,0.007541549303358923
167,0.00168,0.9335471006184827,0.007555163155206172
168,0.0022600000000000003,0.9339318455977805,0.007583163644989851
169,0.003,0.9298470560003771,0.007637982006748396
170,0.0025700000000000002,0.9316490757689919,0.007641304727997796
171,0.0016400000000000002,0.9369881600412755,0.00766708427958506
172,0.0026500000000000004,0.9324474580712684,0.007690415776920957
173,0.00283,0.9296440491733241,0.00771922200597069
174,0.00199,0.9335528541708242,0.007724848381698539
175,0.0008200000000000001,0.9326911642386871,0.007732210781975681
176,0.0029600000000000004,0.9341604521020406,0.007776586189476829
177,0.0022800000000000003,0.9326685136114727,0.007777864270540507
178,0.0012000000000000001,0.9364290354864835,0.007801273233298485
179,0.0029400000000000003,0.9303061466679126,0.0078024296385203916
180,0.00072,0.9379894116057311,0.007820246681112464
181,0.0006500000000000001,0.9374118730484696,0.007828101038825556
182,0.0027,0.929873198584992,0.007843232692338425
183,0.0012400000000000002,0.9373137552194477,0.00784374523052606
184,0.0008500000000000001,0.9373833492502346,0.007891675518782304
185,0.00251,0.9341198155225927,0.007895803877177525
186,0.00024,0.9385728020008759,0.007911912079938053
187,0.0029200000000000003,0.929609757891113,0.007922151373420864
188,0.00161,0.9379758585302538,0.007928946300095458
189,0.0029500000000000004,0.9295005754275586,0.007954020211720647
190,0.0007100000000000001,0.9396000511837925,0.008005133740144952
