,alpha,f1,std
191,0.00286,0.9312321771591604,0.008034069937075219
192,0.0012200000000000002,0.9379590964004866,0.008043858794828496
193,0.00039000000000000005,0.9376822164274238,0.008052738878737004
194,0.0009200000000000001,0.9360325299843716,0.008070294916453042
195,0.0024100000000000002,0.9332636944788766,0.008090368303848433
196,0.00254,0.9326845661508127,0.008157861411521814
197,0.00284,0.9313358144287168,0.00817066656872296
198,0.0026100000000000003,0.9314472909350432,0.008224409942572631
199,0.00134,0.9362014213401331,0.00823815774704944
200,0.00051,0.9356456134006285,0.00826420231156376
201,0.0024800000000000004,0.9320758322292082,0.00833022009167067
202,0.0025800000000000003,0.9330018627204562,0.008353644275767676
203,0.0007500000000000001,0.9362750015111299,0.008494561000899545
204,0.0019500000000000001,0.9329678694481469,0.008518347898449767
205,0.0026300000000000004,0.9337289465788479,0.008564804064426597
206,0.0009500000000000001,0.9366667260380247,0.008569471294068978
207,0.00026000000000000003,0.932912778407242,0.008597373864701266
208,0.0022,0.9332612812518475,0.008667452685428189
209,0.00255,0.9343936049371587,0.008712150563294552
210,0.0028100000000000004,0.9322100549389182,0.00872664791460527
211,0.0021100000000000003,0.9346109135697441,0.008753540960114986
212,0.00136,0.9363833098618557,0.008761216803552949
213,0.0015600000000000002,0.9352692251016045,0.008772717940744265
214,0.00234,0.9351784006368142,0.008833250438124805
215,0.0004000000000000001,0.938157012315936,0.008848606144272696
216,0.0019700000000000004,0.935105359212867,0.008848879163489096
217,0.00252,0.9328283331689269,0.008849969862209432
218,0.00223,0.9318749018827372,0.00889028726052054
219,0.00288,0.9323557030468639,0.008900177836209404
220,0.0005400000000000001,0.9364236775458069,0.008950747689250914
221,0.00108,0.9364811212572219,0.008996217942103403
222,0.0009900000000000002,0.9339060175349646,0.00900583531795742
223,0.0020800000000000003,0.935576380787656,0.00900793374715666
224,0.0015500000000000002,0.9383894861441167,0.009012990773434718
225,0.00221,0.929475023767824,0.00902976020288585
226,0.0026400000000000004,0.929475023767824,0.00902976020288585
227,0.0024400000000000003,0.9322800950893662,0.009156054548316344
228,0.00151,0.9330514417956837,0.009282713748014497
229,0.0007400000000000001,0.9328934229517312,0.009335138114011978
230,0.00029000000000000006,0.9319282422533537,0.009382296922541439
231,0.00205,0.934205898754963,0.009385903296488909
232,0.00237,0.9305296975440187,0.009399319487222958
233,0.00032,0.9348405900044913,0.009406463407197788
234,0.0006200000000000001,0.9326973634105746,0.009419988902066807
235,0.00102,0.9357007585882104,0.00942186575395816
236,0.00203,0.9334324827533818,0.009428063737972078
237,0.00059,0.9361059588042823,0.009484784227310313
238,0.0007700000000000001,0.9365950245133,0.009499570332914991
239,0.0010700000000000002,0.938690999924059,0.00952066355422459
240,0.00272,0.9321642985830852,0.009582856757662057
241,0.00033000000000000005,0.9347604104341188,0.00960835405925294
242,0.00119,0.9394304186289404,0.00965259117454671
243,0.00239,0.9284772394994478,0.00966618799134626
244,0.0007800000000000001,0.9428325113144498,0.009709971693085887
245,0.0027700000000000003,0.9305986527551691,0.00971279958394723
246,0.00093,0.9373096899674136,0.00972839445567526
247,0.00256,0.9331982852911876,0.009898338423089672
248,0.0003400000000000001,0.937034763769938,0.0099319762378787
249,0.0009100000000000001,0.935066129703664,0.009946195509209516
250,0.00217,0.9330098684966867,0.009986307297942254
251,0.00027000000000000006,0.942889965706442,0.010090989763850314
252,0.0027800000000000004,0.9323557939502862,0.01009880301461715
253,0.00022,0.9446191911706497,0.010114897942695052
254,0.0014700000000000002,0.936443693712234,0.010116729586628345
255,0.0008800000000000001,0.9349910887647992,0.010163801337206745
256,0.00046000000000000007,0.9415121499702517,0.010300662257560508
257,0.00111,0.9366103016693547,0.01039750659057648
258,0.0002,0.9292418603206627,0.010512778169266324
259,0.0014800000000000002,0.9364184532214791,0.010529357897463544
260,0.0008600000000000001,0.931331057817876,0.010530917077403031
261,8e-05,0.9387033055605128,0.010678071064749578
262,0.00068,0.9376622610012415,0.010716590350389446
263,0.0008300000000000001,0.9394004195387057,0.010994601235555857
264,0.00014000000000000001,0.9357557729195829,0.01101845017248772
265,0.0009600000000000001,0.9380437289628855,0.011116316390309928
266,9e-05,0.9353481911761866,0.01113743711675808
267,0.00028000000000000003,0.9379933628533067,0.011228831324324713
268,0.0001,0.9336918661715259,0.011294461355244173
269,0.00101,0.9347151227549872,0.01133218920536111
270,4e-05,0.9283349306631372,0.011442543513272075
271,6e-05,0.9219830237625425,0.011657509929992723
272,0.0006000000000000001,0.9419580397363546,0.011720189455295148
273,0.00041000000000000005,0.9448570763050693,0.011741691042901686
274,0.0005600000000000001,0.9439724086991781,0.0118078220143016
275,0.00015000000000000001,0.9280901925985884,0.01201424006022849
276,0.0005000000000000001,0.9391373053785305,0.012033100937865178
277,0.0017800000000000001,0.936251878947451,0.01216413323267362
278,0.00233,0.9348245472113806,0.012186380506448562
279,0.0012300000000000002,0.9384730483225727,0.012280998976646173
280,5e-05,0.9241235207620822,0.01228649566600107
281,0.00017,0.9353445192560376,0.012313039230760287
282,0.0008400000000000001,0.942254759767892,0.012465383975971531
283,0.00037000000000000005,0.9408414326584449,0.012500954079279225
284,0.0013700000000000001,0.939942300940628,0.012699003910905247
285,0.00016,0.9315634726719374,0.012774084056658346
286,0.00011,0.931536510556122,0.012833324460904957
287,0.0005800000000000001,0.9416967124388653,0.013069892338094446
288,0.00043000000000000004,0.9413989563980492,0.01307215371431088
289,7.000000000000001e-05,0.9273153460781846,0.013576425107292905
290,0.00035000000000000005,0.9352093368313563,0.013643924796252477
291,0.00023,0.9324703589682899,0.01401644471289932
292,0.00013000000000000002,0.9354673628969021,0.015051863103235346
293,0.00030000000000000003,0.9349730285624684,0.01528906072412368
294,0.00021,0.9427950603954383,0.015520238936628414
295,0.00031000000000000005,0.9317187443506922,0.015850668446804536
296,0.0003800000000000001,0.9377977930573886,0.01585828276225479
297,2e-05,0.9214529394602075,0.017490193096367724
298,1e-05,0.892041092621995,0.03295105989462479
299,3.0000000000000004e-05,0.875706723637063,0.061342892424599685
